Date;U_WMT;U_JNJ;U_JPM;U_PG;U_DIS;U_KO;U_BAC;AT_CMCSA;U_PFE;U_MRK;U_ABT;AT_PEP;AT_INTC;U_XOM;U_CVX;U_TMO;U_MCD;U_DHR;U_MDT;U_NEE;AT_TXN;U_BMY;U_LLY;U_UNP;U_BA;U_IBM;U_RTX;U_WFC;AT_AMD;U_LOW;U_MMM;U_CAT;U_GE;U_AXP;U_CVS;U_SPGI;U_TGT;U_PH;U_MO;AT_AMAT;U_DE;AT_ADP;U_CL;U_SHW;U_SO;U_TJX;U_APD;U_BDX;U_DUK;U_TFC;U_ECL;U_ITW;U_MMC;U_PNC;AT_ADI;U_COP;U_F;U_HUM;U_NEM;U_PGR;U_ETN;U_NOC;AT_AEP;U_EMR;U_GD;U_KMB;U_BAX;AT_EXC;U_LHX;U_SRE;U_BLL;U_BK;U_ES;U_LUV;U_SYY;AT_WBA;AT_XEL;U_AIG;U_CMI;U_GIS;U_PPG;U_TT;U_VFC;U_AFL;U_ADM;U_DTE;U_ROK;U_SLB;U_TRV;U_WEC;U_AME;U_CLX;U_ED;U_GLW;U_HPQ;U_KR;U_MSI;AT_PCAR;U_PEG;U_SWK;U_BFB;U_EIX;U_FRT;U_HRL;U_K;U_PPL;AT_VTRS;U_WMB;U_GWW;U_ETR;U_EFX;U_HAL;U_HSY;U_LEN;U_MKC;AT_NTRS;AT_SWKS;U_STT;U_CMS;U_IP;U_IFF;U_MTB;U_NUE
01.01.1990;9225.17;395.34;454.71;462.92;488.56;636.89;528.46;7503.43;546.37;798.11;2285.19;1115.2;2593.9;1421.98;916.46;596.31;543.83;137.66;531.36;714.04;153.75;1154;592.35;820.23;4220.89;217.97;1033.08;498.13;914.52;221.81;343.77;207.77;675.09;373.72;987.68;1350.71;1636.4;481.97;1962.34;986.54;506.11;537.6;428.48;949.84;826.51;852.22;823.14;393.25;1029.09;559.98;229.92;788.89;1355.57;1273.8;1352.06;746.53;799.6;5361.15;756.29;2211.89;681.06;1341.41;610.53;452.26;1059.68;1604.19;228.78;742.01;473.36;1082.01;1257.27;903.08;841.65;9435.1;2141.75;3375.97;1000.58;779.97;169.24;913.58;1162.97;411.78;1668.7;3792.51;2514.73;801.51;1365.05;557.25;461.22;1439.93;347.6;398.8;1915.95;261.7;473.28;1267.37;366.05;902.51;972.14;740.29;1638.65;1261.79;2802.14;2615.12;1832.3;843.72;10714.45;291.16;468.98;342.15;2112.62;296.77;1977.27;370.02;473.44;1098.43;299.08;3097.78;496.33;569.12;251.71;1024.3;3424.16
01.02.1990;8659.84;355.39;395.73;428.68;444.3;566.81;472.75;6439.51;542.44;741.47;2203.96;1015;2932.24;1336.67;901.24;579.27;522.16;132.02;519.55;662.51;141.43;1099.91;543.71;790.8;4354.18;226.37;956.91;455.57;841.94;206.75;336.22;200.3;646.31;321.48;984.45;1341.79;1559.24;524.92;1791.45;925.96;545.2;528;373.87;901.48;785.3;789.86;799.56;364.65;985.54;543.39;205.71;732.23;1327.44;1193.47;1040.05;765.67;797.48;4721.47;835.9;2025.17;634.76;1370.16;571.21;439.21;952.88;1435.04;213.91;697.89;403.7;1031.06;1163.79;827.3;804.25;8255.71;1941.92;2996.85;934.51;696.13;162.57;868.04;1148.34;404.61;1655.61;3318.45;2150.6;793.61;1278.84;531.73;440.75;1340.49;321.85;376.88;1792.61;263.98;444.48;1084.78;350.38;799.59;901.52;661.99;1392.62;1201.71;2690.69;2363.02;1740.85;819.12;8781.43;250.64;452.62;321.91;1947.57;291.57;1763.7;345.05;372.32;1089.53;265.85;2762.35;448.99;501.13;219.66;1002.88;2898.46
01.03.1990;9173.77;361.44;388.12;420.39;472.14;583.3;513.95;6159.53;474.78;711.86;2178.63;1006.29;3054.42;1339.24;927.61;615.78;497.76;136.53;491.14;661.65;152.68;1079.3;534.21;818.41;4643.04;243.77;991.75;430.42;1016.13;197.31;350.73;217.89;649.91;310.76;1006.76;1296.34;1628.82;558.27;1697.16;925.96;575.03;545.83;378.97;906.73;752.73;865.23;782.41;373.39;1023.16;585.19;194.62;844.71;1353.72;1240.19;1126.72;761.94;855.77;4599.63;844.26;2068.26;615.16;1269.32;575.51;463.42;899.45;1385.93;227.64;592.96;421.45;1025.06;1137.51;858.57;807.28;8992.83;1840.16;2992.98;925.07;730.98;161.17;825.11;1177.85;457.53;1596.72;3202.7;2300.33;809.41;1232.44;555.1;471.95;1323.37;308.98;369.7;1747.97;282.24;420.69;1117.01;380.16;913.64;918.8;678.6;1399.58;1229.75;2531.48;2392.19;1645.19;819.12;9665.09;244.01;518.43;308.95;2062.32;321.16;1671.15;361.71;390.7;1122.88;232.62;2841.28;439.19;516.74;210.84;999.77;3239.46
01.04.1990;9702.06;375.67;359.14;448.58;485.24;630.07;440.52;5892.15;467.85;729.45;2208.18;1100.43;3129.6;1332.04;915.66;603.61;499.73;139.92;499.25;639.18;157.19;1108.25;563.58;777.97;5098.41;248.16;1080.59;424.83;1088.71;246.4;355.09;216.99;674.96;281.08;1054.17;1272.28;1774.26;560.67;1879.34;990.87;596.64;590.08;401.06;965.79;752.73;872.21;884.43;382.29;1020.84;595.64;190.86;875.59;1246.39;1232.44;1109.38;788.08;883.75;4768.48;734.48;1995.97;670.95;1152.15;570.8;464.88;878.67;1417.29;221.04;588.85;477.28;1035.5;1189.43;773.29;792.95;9301.29;1984.32;3047.4;912.48;696.05;155.26;934.81;1251.69;446.2;1616.68;3017.42;2450.05;799.43;1290.44;596.48;470.9;1289.15;339.01;378.07;1747.97;281.35;464.37;1095.53;415.09;940.2;889.16;681.35;1229.27;1218.28;2703.43;2353.29;1665.67;833.82;8781.43;241.15;540.33;308.95;2245.27;315.92;1740.49;371.23;397.42;1087.21;265.85;2962.3;419.6;515.47;231.52;1029.11;3665.38
01.05.1990;10345.43;383.2;370.85;478.11;483.67;636.28;447.72;5667.69;450;759.25;2298.37;1150.75;2979.23;1299.64;904.72;623.08;483.93;163.62;517.93;606.72;145.35;1170.69;582.08;732.12;5160.91;253.14;1068.59;412.7;1016.13;263.49;345.28;222.15;678.91;287.84;1045.27;1269.27;1751.63;543.83;2033.97;943.27;619.43;561.19;384.55;993.58;713.93;704.75;897.37;383.09;978.98;526.36;175.63;897.64;1203.9;1092.91;953.37;762.05;841.43;4845.14;682.59;2075.23;661.9;1210.74;549.57;451.72;836.75;1439.35;192.26;510.61;439.46;986.77;1198.87;708.29;764.29;9596.57;2038.67;3092.75;859.5;674.36;156.1;949.69;1332.92;440.01;1590.28;2964.48;2588.92;795.41;1442.68;579.36;447.26;1252.19;339.01;365.85;1597.43;285.94;440.52;1020.34;432.39;836.62;846.82;633.53;1140.47;1189.76;2638.67;2382.46;1692.97;808.78;9499.41;226.86;515.07;284.76;2411.58;301.96;1782.1;331.92;388.18;1100.63;265.85;2783.97;381.72;504.05;220.74;1013.46;3644.02
01.06.1990;12018.21;432.45;437.21;553.21;561.82;750.27;463.58;6410.66;520.53;875.39;2583.01;1312.64;3571.32;1393.28;959.97;662.02;562.34;191.83;628.84;643.61;178.72;1277.35;675.28;784.71;6082.91;283.17;1147.08;517.29;1219.36;367.75;365.94;242.55;737.96;321.62;1126.76;1327.33;1961.01;613.53;2057.76;1272.12;615.28;634.09;446.22;1068.29;732.43;816.78;970.71;435.76;1042.26;536.89;203.05;975.5;1389.46;1120.86;1126.72;799.78;888.84;5596.45;724.97;2349.04;731.9;1410.09;563.4;487.63;836.75;1546.88;215.29;553.36;511.38;1053.77;1147.96;852.84;766.99;10236.34;2361.45;3453.02;917.01;775.28;173.23;1050.59;1494.32;486.82;1570.49;3219.92;2956.82;859.69;1599.99;665.57;463.02;1333.35;365.09;409.32;1601.1;298.17;479.43;1278.11;515.72;887.15;898.31;664.61;1374.17;1259.03;2719.61;2733.97;1818.97;853.85;9996.47;245.65;542.57;307.26;2710.59;341.3;1952.6;324.76;425.15;1131.95;254.77;3170.35;385;537.67;248.86;1035.77;4092.41
01.07.1990;12882.38;468.63;398.18;589.09;563.46;743.24;431.61;6129.49;516.53;906.65;2786.93;1368.34;3571.32;1393.28;973.79;598.74;564.32;181.67;681.75;620.72;170.89;1332.63;732.19;759.62;6365.2;280.8;1113.2;480.55;1132.26;375.34;383.52;192.23;748.58;340.36;1174.52;1391.11;1918.81;577.15;2259.55;1350;607.11;615.39;469.34;1117.17;747.23;739.33;976.94;453.5;1056.41;526.36;217.57;953.38;1365.16;947.81;1040.05;784.69;841.43;6096.36;700.94;2558.25;765.37;1449.81;570.62;484.69;765.03;1625.92;222.55;553.36;495.06;1085.98;1214.64;742.98;762.11;10545.73;2361.45;3598.8;923.4;723.3;177.5;1146.68;1438.42;476.46;1383.97;3432.81;2834.18;853.57;1614.6;655.53;459.87;1344.94;339.77;404.49;1609.62;264.2;480.48;1385.52;535.02;913.87;898.31;667.37;1355.55;1243.73;2683.72;2851.14;1794.9;868.95;10682.77;230.23;546.23;299.72;2593.46;332.52;2106.02;334.31;468.93;1080.16;288;3193.61;411.21;526.15;265.91;990.56;4035.35
01.08.1990;12573.2;474.52;343.52;573.59;509.36;755.73;405.45;5904.55;600.62;936.61;2937.49;1355.16;3195.39;1520.93;1098.36;554.93;493.04;197.47;654.85;633.44;136.82;1364.11;740.95;820.77;6001.86;264.5;1132.56;440.97;798.39;228.11;400.01;179.63;764.51;311.77;1179.09;1354.66;1766.21;511.68;2295.51;1176.92;610.24;582.28;487.79;1089.24;774.16;830.87;955.23;456.71;1113;494;217.57;920.2;1312.24;810.16;953.37;875.36;793.9;6050.06;799.07;2897.9;749.31;1132.04;582.66;474.38;644.53;1726.15;241.09;557.55;440.66;1089.07;1286.09;580.07;796.3;11038.52;2322.26;3626.13;935.24;698.75;170.67;1203.22;1583.76;431.92;1310.77;3539.25;2741.5;967.92;1556.16;763.11;485.75;1394.33;296.88;432.18;1694.78;266.51;426.4;1364.04;506.65;863.1;902.63;689.05;1315.54;1285.18;2634.33;2665.65;1894.62;868.95;8745.48;221.56;491.24;294.06;2459.61;390.43;2126.94;321.17;468.93;1017.15;243.7;2964.79;417.45;582.48;274.41;917.84;4541.55
01.09.1990;11762.9;443.91;337.67;516.56;448.09;703.68;383.36;4849.77;573.56;856.53;2732.55;1320.02;2509.32;1475.33;1058.26;494.08;442.89;155.72;647.71;566.53;120.05;1277.54;661.23;783.58;5219.11;244.21;954.82;406;624.19;183.44;349.25;156.83;658.33;262.76;947.23;1204.4;1481.76;457.8;2163.65;943.27;473.59;556.06;451.6;926.91;709.96;787.89;785.89;423.18;1061.9;456.82;179.78;834.69;1252.09;779.65;918.71;863.94;673.25;5679.65;704.91;2861.77;628.01;1355.6;521.32;407.27;599.35;1663.34;219.07;517.06;351.87;1024.1;1149.3;553.57;735.45;9830.7;2177.65;3339.47;776.12;638.41;131.42;1122.58;1379.34;360.99;1051.28;3048.81;2635.06;886.24;1407.19;737.87;445.93;1311.97;273.79;365.22;1511.34;244.24;350.93;1235.15;453.07;667.26;820.57;566.18;1234.35;1173.25;2337.97;2332.44;1746.21;817.99;7583.11;196.52;464.99;280.89;2224.45;373.75;2142.68;268.44;371.43;895.63;232.62;2556.88;384.58;492;248.91;853.78;3835.72
01.10.1990;11969.27;445.6;242.03;516.56;421.28;696.55;255.58;4567.8;593.76;842.1;2835.02;1303.4;2556.31;1464.26;1026.88;447.84;428.98;145.56;648.73;600.31;119.78;1286.04;657.93;735.64;4786.44;261.29;864.47;345.96;624.19;155.87;352.58;155.92;602.36;246.21;873.72;1087.64;1370.79;467.59;2311.45;839.42;393.18;556.61;432.64;962.02;743.94;731.1;820.65;431.23;1090.6;382.45;153.33;799.18;1136.24;755.53;901.37;787.83;603.27;5625.47;640.65;2803.03;543.56;1325.25;536.07;399.84;554.18;1590.29;233.4;521.34;276.73;1028.48;1067.55;424.01;755.47;8365.25;2228.69;3467.56;824.29;621.86;126.3;1101.61;1379.34;340.12;788.4;2995.33;2849.87;933.99;1473.5;680.22;416.88;1347.27;254.76;351.83;1493.97;245.61;318.01;1095.53;418.12;661.88;847.75;596.33;1139.4;1228.3;2000.13;2332.44;1808.58;833.52;7937.05;202.3;431.84;296.18;2342.41;349.07;2135.63;254.06;396.85;789.13;221.54;2421.06;359.92;468.76;256.17;798.44;3358.22
01.11.1990;11143.8;444.75;169.81;533.45;403.3;755.12;217.39;4398.63;586.69;813.24;2789.72;1276.94;2518.72;1467.95;965.86;440.54;405.15;127.51;699.54;589.92;105.08;1254.29;598.52;691.8;4786.44;257.1;862.02;363.11;450;154.02;349.25;147.48;560.87;206.32;811.14;1179.82;1269.61;401.49;2317.5;605.77;337.31;560.76;463.34;940.96;813.21;574.94;873.17;432.03;1234.1;376.37;168.77;704.7;1226.22;538.52;780.03;792.59;541.79;5034.95;592.45;2448.12;519.55;1224.08;563.12;408.2;569.24;1674.58;238.07;576.89;232.75;1113.4;1005.04;357.68;795.49;9845.82;2061.5;3449.26;883.88;604.13;113.07;1098.61;1165.11;247.27;795.14;3209.28;2592.1;979.65;1495.6;661.49;422.92;1444.46;241.36;324.79;1650.32;247.16;275.1;1031.08;351.73;597.31;936.06;547.65;1220.1;1321.17;1731.2;2342.81;1919.45;872.46;7326.51;219.64;406.06;322.93;2122.41;320.86;1938.28;185.71;392.18;888.9;221.54;1790.79;345.1;477.8;258.07;751.01;3029.54
01.12.1990;12743.14;482.73;187.38;561.3;443.3;785.8;284.89;5032.48;651.35;901.75;3021.49;1376.18;2838.26;1517.93;983.78;562.23;468.13;146.69;732.27;589.19;138.83;1391.89;662.97;743.86;4894.68;274.83;920.1;423;508.07;163.59;367.53;156.21;587.75;229.7;911.11;1227.2;1455.08;447.67;2365.91;657.69;388.96;606.46;496.31;1017.16;840.19;667.71;956.33;473.87;1216.83;387.13;174.94;820.66;1363.46;728.37;918.71;819.52;541.79;5501.15;556.67;2839.24;594.21;1421.07;577.49;427.24;569.24;1807.87;262.57;587.7;295.43;1135.42;1059.37;454.68;812.88;11194.77;2189.28;3713.77;880.57;705.66;117.53;1231.88;1291.45;290.67;876;3740.29;2752.54;979.65;1597.7;638.43;519.59;1539.96;272.46;361.69;1612.8;271.87;310.44;1149.23;328.8;678.39;919.46;568.09;1312.68;1308.5;2252.24;2736.56;2040.41;911.41;8880.62;208.73;464.59;350.74;1969.6;327.95;2035.68;255.65;443.54;1020.42;199.39;2591.14;351.7;510.57;285.69;871.47;3472.54
01.01.1991;12499.11;487.83;171.12;584.93;444.95;781.6;272.96;5937.2;657.45;949.28;3090.16;1381.4;2894.65;1547.84;1024.33;562.23;464.15;143.3;705.68;615.73;166.3;1431.1;648.58;781.04;4935.47;273.92;944.77;480.95;566.13;187.51;383.75;172.75;620.17;229.51;959.66;1307.97;1504.35;472.4;2526.31;744.23;399.56;595.94;511.93;1056.01;859.46;624.63;964.75;481.33;1187.74;430.14;176.38;860.8;1403.96;711.91;918.71;804.13;526.94;5273.93;659.54;2976.91;620.65;1431.36;562.42;455.93;614.9;1904.21;261.7;626.89;295.43;1146.21;1044.79;430.43;818;10379.26;2291.5;3778.12;915.68;728.15;129.24;1274.13;1428.2;313.84;1005.67;4117.01;2609.18;952.66;1649.72;671;510.38;1510.11;258.84;371.54;1675.18;278.84;322.84;1224.41;332.37;700.1;951.01;570.55;1334.78;1301.1;1980.18;2953.12;2117.15;924.52;9181.32;201.9;491.43;346.87;2207.3;323.52;2127.89;323.18;483.53;1079;221.54;2805.48;368.21;557.46;286.1;871.47;3550.91
01.02.1991;13841.99;510.77;216.88;541.05;487.33;794.21;337.1;6785.37;734.8;973.05;2968.17;1434.53;3533.73;1510.45;997.88;610.91;456.18;169.26;732.07;607.77;159.19;1468.48;672.93;828.04;5411.34;307.55;944.77;527.06;870.97;193.34;372.56;182.67;691.78;251.77;1043.03;1401.18;1727.7;524.34;2776.5;990.87;451.77;655.68;493.3;1144.3;821.61;688.68;1035.23;454.68;1056.85;413.31;199.21;957.8;1316.43;794.21;1126.72;800.28;579.87;5571.28;580.88;2933.34;684.06;1740.29;552.38;514.81;702.45;1907.05;274.61;653.01;347.46;1127.05;1069.09;559.5;818;13493.04;2330.49;4191.79;895.48;793.27;139.21;1227.57;1511.76;357.02;1238.28;4520.64;2325.3;948.44;1694.31;676.8;516.48;1501.28;286.09;378.76;1674.83;318.45;383.61;1449.96;345.86;938.89;946.5;634.49;1349.13;1275.33;2307.34;2729.22;2134.59;898.1;8736.17;201.9;488.65;352.68;2478.97;323.52;2255.56;367.79;546.69;1123.96;265.85;2895.98;379.67;609.55;290.9;891.36;3937.5
01.03.1991;14926.63;559.93;274.58;557.19;543.86;886.65;362.46;6629.3;859.41;1079.99;3132.11;1753.32;3590.11;1689.55;1083.93;635.25;509.96;179.41;910.47;649.43;178.34;1617.99;725.4;875.05;5383.03;320.57;976.13;603.19;929.03;223.16;402.83;203.48;750.06;282.37;1140.99;1439.62;1805.95;541.3;3221.96;1029.81;443.25;694.57;516;1213.93;872.72;927.9;1125.54;476.48;1101.22;440.5;207.51;1002.55;1375.44;913.54;1456.06;871.26;676.51;5774.72;597.38;3412.55;721.8;2147.68;587.75;540.01;603.86;1986.39;288.69;680.73;371.84;1098.31;1070.75;693.91;840.67;16028.55;2543.91;4668.66;922.41;880.89;150.8;1381.42;1619.36;439.2;1409.31;5023.29;2583.67;986.38;1647.53;735.45;546.98;1592.08;323.55;396.14;1753.34;355.73;483.63;1718.47;391.86;878.79;992.65;703.35;1473.52;1326.86;2255.68;3065.43;2348.21;935.08;10071.63;246.66;548.33;371.16;2613.81;380.24;2275.46;391.98;661.66;1233.61;332.31;3268.03;411.17;648.9;315.86;1008.38;4102.16
01.04.1991;16029.53;644.43;266.32;575.02;515.32;924.52;418.23;7195.91;885.02;1120.38;3244.28;1812.11;3571.32;1742.59;1083.93;662.02;541.23;176.03;967.89;649.43;176.94;1652.17;706.46;804.08;5123.44;274.69;951.23;597.33;1175.81;239.51;397.76;175.73;759.59;316.92;1210.14;1477.25;1865.38;496.4;3273.3;1055.77;423.98;711.79;533.46;1206.83;892.37;935.15;1182.54;505.94;1115.97;489.44;224.59;982.41;1547.94;1115.14;1560.07;863.48;645.99;6124.71;581.18;3441.89;710.79;2345.77;598.02;538.49;847.26;1977.68;311.59;689.57;386.86;1135.27;1026.54;706.41;845.89;16696.4;2415.86;4963.92;942.61;902.09;129.26;1466.53;1493.03;393.58;1409.58;4969.27;2583.67;977.15;1625.06;669.91;572.76;1670.78;331.23;381.24;1843.71;376;496.3;2083.65;358.86;862.41;997.25;686.97;1484.6;1349.53;2636.68;3460.97;2593.91;957.12;11930.15;249.62;592.01;375.08;2442.98;324.14;2303.99;375.04;753.32;1369.92;343.39;3553.12;399.57;630.55;296.97;1140.42;4446.14
01.05.1991;17011.98;657.24;328.86;571.47;517.18;916.08;448.42;7592.54;932.14;1184.1;3564.42;1752.16;3646.5;1829.72;1126.12;683.93;543.23;179.41;918.17;665.67;172.55;1684.46;700.89;898.84;4973.15;254.5;921.35;641.25;1437.1;245.34;400.58;181.45;789.54;294.48;1137.21;1518.03;2013.95;518.85;3377.71;1129.33;431.52;760.54;561.49;1292.02;889.62;1014.89;1116.11;496.21;1111.05;461.38;224.59;1004.79;1452.4;1198.99;1473.4;864.3;689.95;6329.39;571.06;3434.61;742.87;2033;615.98;543.05;968.48;2149.16;336.38;729.36;388.74;1170.95;1100.22;646.88;866.78;14321.8;2719.76;4742.48;934.55;862.97;130.58;1474.55;1473.89;384.04;1533.96;5293.35;2641.08;1011.44;1655.01;732.53;572.76;1608.55;331.23;386.28;1807.56;371.32;501.38;1911.8;405.8;911.54;1006.44;731.62;1518.34;1375.74;2636.68;3512.46;2548.28;949.05;10424.95;272.32;605.5;390.79;2630.9;298.31;2353.92;427.04;729.78;1452.67;271.39;3876.13;379.65;665.94;312.93;1268.47;4603.9
01.06.1991;17477.36;606.1;338.95;573.18;518.83;954.07;519.32;7381.64;929.32;1239.16;3495.04;1645.56;4398.36;1805;1072.06;773.98;558.69;197.47;959.26;670.44;175.85;1711.37;695.34;985.24;5315.51;263.36;943.43;687.85;1625.81;272.39;432.58;199.12;849.56;286.07;1235.85;1604.71;2083.49;606.41;3285.59;1202.89;486.4;763.33;562.37;1462.05;861.57;1123.72;1288.84;493.23;1102.6;472.36;218.32;1144.94;1429.53;1224.14;1525.4;856.44;754.31;6297.9;606.08;3405.5;761.92;2123.34;602.64;614.51;987.1;2203.23;316.31;717.73;419.29;992.55;1181.14;789.57;853.27;15301.4;2839.49;4760.29;937.98;843.86;141.77;1527.22;1676.01;459.44;1713.61;4853.05;2600.85;994.29;1676.06;750.73;533.75;1639.25;362.28;406.35;1786.96;386.14;549.61;1922.54;448.77;1070.32;989.16;748.98;1609.92;1362.64;2882.77;3155.26;2738.57;962.5;10815.19;275.09;682.94;381.64;2563.86;325.1;2502.4;485.27;687.41;1415.89;321.24;3977.07;353.01;762.8;314.86;1354.43;4553.71
01.07.1991;18063.93;579.53;350.79;543.28;500.14;949.74;450.79;6586.69;927.26;1272.51;3642.47;1558.45;3420.95;1835.66;1032.42;718;536.67;199.72;959.26;678.71;152.49;1743.56;662.82;958.42;5054.54;243.55;893.11;652.42;1437.1;253.07;428.02;185.17;820.79;259.24;1122.71;1512.92;1930.88;535.95;3220.49;1021.16;470.39;740.59;523.71;1405;881.6;1065.34;1247.3;489.16;1112.58;488.84;235.55;1162.9;1463.83;1245.1;1317.39;817.15;754.31;6072.86;661;3143.32;782.56;2155.03;600.02;582.32;1061.6;2229.15;310.96;735.68;388.93;987.83;1265.51;713.47;879.93;15747.07;2907.92;5056.64;951.67;826.06;141.77;1540.38;1757.11;443.41;1643.69;4717.49;2802.02;1010.62;1668.51;686.34;528.97;1590.13;342.37;393.81;1842.22;408.08;535.66;1858.1;431.72;1031.9;975.1;777.23;1514.01;1399.8;2705.95;3135.41;2830.32;963.32;10724.89;254.16;701.59;375.68;2563.86;262.41;2359;465.86;784.52;1460.51;299.08;3719.59;343.02;752.24;303.64;1422.75;4503.8
01.08.1991;19616.71;624.11;416.06;554.4;533.35;1032.42;424.9;6302.78;1033.67;1368.54;3755.97;1698.91;3731.09;1820.33;1039.63;710.7;516.64;190.7;1032.46;703.54;148.07;1835.75;684.13;996.31;4972.13;250.67;945.95;705.56;1335.49;262.9;392.73;184.93;800.23;298.91;1093.01;1408.47;1794.86;535.95;3393.57;1155.29;444.32;748.97;557.3;1412.13;902.68;1145.61;1191.61;432.18;1162.47;566.22;239.76;1032.69;1471.25;1319.28;1196.05;840.72;685.32;6468.94;626.42;3048.51;829.13;2450.82;620.98;570.06;1098.83;2191.71;331.14;744.65;404.11;1053.91;1339.95;805.44;911.93;16044.18;3135.29;5093.69;1003.25;803.51;138.25;1649.67;1760.97;432.73;1587.97;5232.62;2830.76;1023.69;1630.76;813.66;518.59;1674.37;338.88;400.34;1860.65;408.86;558.56;1632.55;421.34;1037.38;1017.29;872.2;1538.27;1479.79;2831.39;2987.61;2953.84;990.69;11171.75;262.13;716.52;385.62;2426.21;291.96;2387.68;476.73;779.79;1631.52;276.93;3983.1;284.62;724.53;308.03;1507.15;4302.68
01.09.1991;20980.44;639.77;432.37;574.17;522.89;1115.1;475.1;6261.9;1085.45;1360.59;3782.11;1732.35;3721.69;1806.16;1046.14;752.07;524.12;206.49;1101.43;736;139.79;1887.27;758.41;994.9;5496.31;242.73;973.44;758.62;1437.1;266.78;399.22;177.91;820.79;300.33;1122.23;1387.46;2083.84;535.55;3665.55;1029.81;450.84;782.51;582.06;1368.56;894.52;1137.82;1225.02;453.35;1214.92;599.53;256.58;1155.88;1411.29;1421.42;1074.71;853.62;648.84;6183.54;579.93;2851.6;827.53;2391.66;644.41;612.75;1061.37;2234.68;338.26;773.75;364.5;1103.46;1386.73;811.86;935.93;14498.89;3169.56;5110.79;1052.02;801.13;137.98;1705.99;1762.3;413.15;1803.88;5252.45;3111.21;1062.89;1605.46;855.22;533.12;1742.83;342.37;420.61;1903.62;442.54;538.21;1503.66;434.91;1065.22;1064.17;804.72;1459.39;1550.89;2759.71;3226.62;3074.59;1037.22;12568.23;271;709.5;396.45;2461.96;282.09;2416.46;467;850.68;1765.56;310.16;4520.26;279.6;739.89;321.67;1561.05;4862.96
01.10.1991;19840.76;611.36;403.51;583.62;495.37;1106.48;444.35;7286.57;1085.45;1406.17;3799.54;1558.02;3092.01;1868.18;1078.94;791.02;560.27;182.8;1173.49;755.66;127.87;1835.41;724.55;1074.73;5592.98;257.14;897.19;806.22;1045.16;261.93;418.17;165.73;771.6;298.97;1110.54;1323.52;1957.14;515.25;3667.19;874.04;468.1;790.52;615.68;1433.05;988.46;983.66;1220.94;445.44;1336.41;566.22;280.27;1205.45;1434.35;1387.37;1040.05;837.74;622.78;5820.35;614.65;2764.2;801.92;1985.93;657.78;606.58;1164.39;2086.67;319.75;819.27;352.99;1119.17;1476.85;773.35;963.13;15019.36;2629.88;4609.01;1118.2;786.87;130.49;1613.23;1707.84;415.3;2056.81;5334.09;3096.11;1132.56;1597.85;775.87;500.87;1842.42;357.75;409.21;1922.38;437.85;496.24;1535.88;374.56;1081.78;1089.46;788.53;1354.27;1610.75;2849.33;3366.05;3092.32;1068.6;14769.14;288.12;703.88;426.64;2305.92;244.24;2236.13;520.51;721.13;1819.75;265.85;4495.41;257.84;709.34;333.84;1557.02;4618.93
01.11.1991;19063.71;656.99;407.63;576.77;530.87;1125.63;458.19;7628.13;1186.96;1461.13;4237.59;1544.59;3148.4;1875.93;1077.12;812.92;556.25;171.51;1303.39;778.14;137.32;1892.76;700.85;1114.33;5482.5;246.49;991.23;806.22;1422.58;205.68;419.89;178.15;755.03;218.86;1019.24;1377.87;1703.75;601.54;3449.28;830.77;486.73;835.37;583.99;1368.56;993.54;872.96;1236.62;461.79;1265.54;610.56;268.63;1162.1;1397.76;1474.81;1265.39;841.71;576.4;5365.26;657.53;3078.64;784.84;2178.12;676.5;625.1;1296.08;2208.56;362.7;846.57;374.1;1135.98;1431.79;841.17;974.02;16655.13;2874.61;4943.53;1135.9;826.09;170.6;1646.66;1556.12;444.35;2105.95;6177.75;3352.86;1159.11;1620.68;806.73;549.07;1809.56;361.29;408.05;1922.38;484.23;510.27;1525.14;396.17;1034.87;1089.46;811.2;1427.61;1601.73;2776.27;3098.78;2879.55;1102;16950.95;287.12;673.93;448.77;2167.22;241.54;2358.76;555.72;797.04;1829.03;221.54;4820.87;239.38;803.65;352.98;1504.58;4633.32
01.12.1991;20617.82;683.01;360.28;569.85;472.44;1227.75;435.06;7131.86;1138.51;1595.23;4185.06;1645.32;3148.4;1861.35;1000.77;827.53;551.73;168.13;1295.15;797.29;123.42;1756.2;677.06;1057.25;4983.09;234.02;954.25;725.22;1654.84;215.43;404.47;163.54;726.05;220.29;989.79;1356.73;1582.6;593.33;3430.6;999.52;431.92;840.97;614.26;1295.36;1055.9;895.16;1200.78;389.05;1319.09;649.77;257;1121.4;1395.43;1457.56;1022.71;746.36;515.58;4814.36;682.55;3012.83;755.77;1819.53;708.84;589.26;1227.04;2143.44;344.81;899.94;380.13;1196.47;1334.09;785.96;1021.14;17488.15;2866.03;4962.86;1174.82;827.28;169.91;1766.66;1460.95;383.46;2007.68;6062.51;3371.05;1198.92;1565.55;734.73;567.93;1885.22;361.29;385.02;2015.08;481.08;500.07;1514.4;386.57;1015.16;1081.43;764.54;1483.54;1687.46;2648.38;3218.73;3133.87;1115.91;17062.84;285.9;636.82;468.75;2081.38;219.82;2191.24;555.72;806.52;1750.11;199.39;4861.55;239.38;737.55;357.89;1417.42;4719.66
