Date;U_WMT;U_JNJ;U_JPM;U_PG;U_DIS;U_KO;U_BAC;AT_CMCSA;U_PFE;U_MRK;U_ABT;AT_PEP;AT_INTC;U_XOM;U_CVX;U_TMO;U_MCD;U_DHR;U_MDT;U_NEE;AT_TXN;U_BMY;U_LLY;U_UNP;U_BA;U_IBM;U_RTX;U_WFC;AT_AMD;U_LOW;U_MMM;U_CAT;U_GE;U_AXP;U_CVS;U_SPGI;U_TGT;U_PH;U_MO;AT_AMAT;U_DE;AT_ADP;U_CL;U_SHW;U_SO;U_TJX;U_APD;U_BDX;U_DUK;U_TFC;U_ECL;U_ITW;U_MMC;U_PNC;AT_ADI;U_COP;U_F;U_HUM;U_NEM;U_PGR;U_ETN;U_NOC;AT_AEP;U_EMR;U_GD;U_KMB;U_BAX;AT_EXC;U_LHX;U_SRE;U_BLL;U_BK;U_ES;U_LUV;U_SYY;AT_WBA;AT_XEL;U_AIG;U_CMI;U_GIS;U_PPG;U_TT;U_VFC;U_AFL;U_ADM;U_DTE;U_ROK;U_SLB;U_TRV;U_WEC;U_AME;U_CLX;U_ED;U_GLW;U_HPQ;U_KR;U_MSI;AT_PCAR;U_PEG;U_SWK;U_BFB;U_EIX;U_FRT;U_HRL;U_K;U_PPL;AT_VTRS;U_WMB;U_GWW;U_ETR;U_EFX;U_HAL;U_HSY;U_LEN;U_MKC;AT_NTRS;AT_SWKS;U_STT;U_CMS;U_IP;U_IFF;U_MTB;U_NUE
01.10.2003;101266.4;3373.3;2570.04;3273.65;1196.64;3515.19;2902.98;46689.36;7443.61;4544.78;15162.29;6513.23;70922.31;6857.85;3288.25;1692.81;1695.41;2781.74;13423.1;2500.7;1822.82;3517.28;3035.97;2545.14;9595.35;1088.75;8352.88;6796.2;2595.04;7123.42;1864.65;1381.94;5264.23;2246.79;2144.44;8692.24;14612.06;2656.89;11868.66;41117.59;1981.39;3668.08;4021.28;4265.17;6117.57;11116.92;4166.12;2260.47;2457.69;4711.3;2103.66;5661.68;7512.3;5361.7;32695.74;2594.45;2012.72;11880.73;891.87;39805.08;3624.5;10362.43;1365.5;1765.19;17015.67;6675.18;932.82;4089.33;1676.31;3301.9;6377.12;8610.23;1329.8;165706.5;21204.08;42156.75;1756.7;5631.7;419.25;4358.59;4651.79;1742.41;5963.59;61334.75;4471.2;2707.37;8477.13;1585.32;1819.41;4266.94;1543.3;2537.75;6434.44;494.83;2347.5;6409.89;1032.77;9815.39;3596.15;1707.12;6387.61;2322.32;13062.43;9388.22;5291.82;3591.47;85166.44;703.13;1721.72;1613.12;14144.79;488.24;10875.93;14378.23;2719.31;11732.24;2528.11;34430.2;162.26;1115.78;558.09;16645.67;12010.93
01.11.2003;104945.6;3340.42;2692.54;3412.49;1316.71;3738.64;2784.61;49097.99;7639.36;3970.02;15258.31;6672.29;84324;6734.83;3324.23;1714.39;1778.05;3084.92;12721.98;2525.45;2348.24;3426.75;3216.17;2756.12;10564.66;1080.68;8971.92;7307.52;3700.89;7974.34;2072.15;1441.57;4949.71;2303.86;2377.95;9143.03;15081.22;2999.36;12454.47;54409.91;2150.36;3766.32;3767.23;4782.59;6276.67;11723.09;4111.78;2239.05;2509.89;5064.46;2215.89;6212.44;7011.17;6006.47;38053.52;2688.59;2233.63;12738.57;972.12;41845.08;4018;10599.85;1306.45;1918.64;18137.89;6824.79;840.16;4117.81;1766.59;3084.41;6532.83;9008.15;1402.45;173339;21990.86;47372.86;1855.3;5810.33;434.88;4158.92;5114.68;1893.52;6443.7;67420.44;4884.39;2685.57;10023.94;1478.63;1883.42;4509.16;1655.38;2515.12;6407.93;594.85;2718.79;6083.38;1178.36;10123.95;3523.6;1900.92;6682.42;2377.92;13503.09;10218.91;5457.58;3520.95;78156.56;745.5;1632;1620.8;15170.78;463.78;11392.02;16242.23;2883.73;12662.09;2365.95;39564.78;170.27;1118.61;556.25;17836.39;13869.48
01.12.2003;96875.63;3336.92;2615.53;3396.39;1331.07;3783.62;2797.81;46454.36;8296.29;3738.16;16039.05;6796.47;84373.94;6728.56;3437.27;1853.85;1873.4;3103.36;13004.69;2522.37;2367.85;3622.68;3404.36;2800.65;10367.93;1098.67;9175.29;7479.25;4198.06;7784.45;2155.8;1494.91;4989.25;2246.3;2506.33;9552.41;15002.86;3269.66;14003.25;53634.52;2194.11;3902.66;3749.51;4723.16;6163.76;12528.4;4431.48;2459.4;2525.72;5117.36;2224.9;6687.04;6965.87;6074.13;41465;2735.3;2398.14;14583.24;1123.34;44670.14;4219.6;11018.64;1298.77;2079.09;17487.58;7075.43;882.9;3967.61;1829.26;3097.59;6592.39;8794.69;1471.65;169568.7;23241.95;49598.79;1902.9;5562.13;436.96;4181.02;5409.34;2012.83;6187.04;67204;4766.66;2745.89;10890.89;1497.53;1817.47;4502.58;1651.93;2619.34;6428.79;611.26;2615.79;6368.65;1203.05;10467.05;3536.4;1901.75;7342.58;2439.44;13919.27;10959.59;5639.45;3574.06;85461.25;700.97;1660.98;1588.85;15171.24;460.16;11453.28;17811.73;2822.44;12220.07;2427.09;38831.27;160.37;1105.61;556.41;17769.55;14628.39
01.01.2004;94461.69;3482.53;2694.01;3495.79;1352.82;4083.76;2978.57;48158.04;8577.93;4138.96;16613.02;6527.05;79441.38;7580.95;3922.67;1941.69;1765.34;3384.97;13762.93;2594.55;2305.09;3902.62;3405.81;3017.64;11491.44;1118.83;9950.13;7626.89;3461.6;7355.52;2245.87;1616.19;5358.92;2357.51;2427.69;9707.91;14555.59;3460.42;14738.69;49713.27;2321.88;3985.3;3547.51;4988.83;6324.76;12283.29;4805.61;2527.66;2853.65;4985.75;2248.78;7043.56;7529.82;6070.8;38009.59;3093.9;2924.56;14738.04;1103.15;46227.27;4302.07;11397.78;1425.38;2169.56;19399.88;7602.04;970.88;4234.33;1770.93;3330.33;6940.77;9426.54;1491.61;148456.2;24092.98;48715.01;1967.03;6238.52;452.69;4172.73;5666;2166.34;6570.35;66669.63;5134.37;2901.92;11413.48;1759.75;1936.99;4605.85;1666.43;2691.96;6798.68;551.98;2761.13;6361.78;1195.65;11043.75;3787.74;2175.81;7439.9;2594.42;13594.28;10503.79;5996.93;3845.43;82840.75;706.02;1687.33;1701.43;15340.3;511.51;11377.91;16846.56;2942.35;12525.61;2312.78;39092.96;179.54;1230;588.89;18433.37;14505.59
01.02.2004;97381.88;3608.6;2887.81;3575.12;1380.07;3992.03;3020.04;50067.32;9082.94;4306.49;15586.21;6711.85;75153.31;7523.63;3913.58;2120.44;1847.81;3386.44;14340.52;2581.06;2426.81;3898.53;3343.83;2784.41;11600.52;1199.83;10100.27;7454.64;3401.2;7139.13;2060.19;1515.23;5817.32;2568.19;2474.62;10393.79;14627.61;3178.35;14925.56;47830.21;2230.15;4366.63;3584.78;4771.98;6267.35;12712.23;4526.35;2838.55;3062.96;4888.95;2218.38;6549.14;7410.32;6325.49;38942.13;3128.82;2566.22;14808.99;949.96;45486.22;4679.77;11706.57;1523.96;2116.62;19638.88;7618.77;936.52;4264.96;2263.25;3426.72;7470.91;9087.39;1418.4;136314.8;24429.5;46451.99;2024.95;6671.48;460.83;4214.66;5136.75;2105.7;6508.05;69673.25;5346.89;2865.83;10022.06;1981.01;2094.79;4531.5;1752.42;2726.63;6967.81;667.88;2896.96;6447.7;1404.88;10575.38;3911.4;2160.3;7482.09;2640.77;14908.02;11150.68;5915.05;4016.82;79856.38;718.97;1684.12;1748.18;16310.8;599.84;11309.93;15411.09;2947.23;12934.29;2820.53;39963.7;180.81;1212.89;619.75;16805.69;14526.31
01.03.2004;107638.3;3640.03;3074.36;3651.77;1558.09;3992.83;3041.52;44501.01;8999.04;4340.54;15557.53;7302.68;73689.75;7910.26;4133.42;2196.73;2019.86;3383.86;13377.88;2652.28;2435.44;3853.5;3573.32;2714.92;11981.54;1173.36;9715.1;7522.53;3459.28;7540.39;2090.19;1502.52;5706.74;2622.45;2537.92;10830.84;16861.55;3315.28;15757.02;48206.82;2331.16;4282.11;4004.92;5054.64;6434.46;13205.55;4483.6;3044.38;3128.57;4834.29;2286.58;6706.95;7592.71;6547.16;42822.97;3352.25;2573.58;13867.31;993.99;46183.03;4794.17;12229.11;1651.54;2136.06;19740.1;8366.23;935.25;4322.29;2233.85;3587.36;7620.36;9470.93;1431.03;128404.4;26209.13;47943.93;2079.4;6973.62;477.92;4373.13;5295.59;2160.96;6925.91;75690.94;5865.33;2977.79;9792.38;2143.96;2078.67;4504.56;1733.42;2731.64;7121.91;674.23;2764.74;6677.97;1610.71;10861.87;4093;2245.33;7953.41;2823.42;15077.99;11649.36;6272.53;4085.38;77659.06;683.02;1690.25;1782.39;16511.11;639.58;12465.04;18323.94;3136.87;13416.04;3168.77;40091.3;196.82;1277.07;628.86;18135.01;16961.18
01.04.2004;104130.4;3420.65;3128.4;3726.31;1469.95;4091.2;3046.3;42841.42;8679.56;4044.16;15001.9;7604.51;67956.44;7724.22;4027.65;2203.66;2055.41;3428.36;13463.41;2677.1;2347.51;3355.56;3289.17;2608.07;11160.32;1116.89;9122.92;7472.93;3900.69;7415.5;2150.42;1544.76;5329.07;2556.49;2350.05;10713.75;16827.38;3337.45;15103.03;48118.19;2478.12;4253.97;3910.92;5510.61;6470.41;13752.29;4573.67;3067.71;3204.88;4629.93;2347.54;6640.84;7319.13;6234.8;40823.06;3261.56;2468.72;12080.68;1062.15;48807.68;4534.8;11773.07;1566.56;2021.1;19345.99;8214.92;982.01;4458.69;2313.91;3574.11;8002.25;9113.15;1390.03;131942.4;25238.03;44096.08;2102.46;6907.15;548.44;4348.11;5275.09;2155.84;7154.99;75524.75;5706.08;3094.85;11229.49;1996.56;2006.17;4519.8;1811.79;2743.35;7069.06;610.2;2766.48;5743.13;1543.52;10988.72;4149.45;2461.87;7749.86;2933.67;16729.68;12156.2;6209.66;4132.9;76052.56;721.89;1708.83;1790.49;16266.73;593.3;12251.22;19063.09;3297.19;12750.25;3075.73;39355.43;193.45;1210.49;607.37;16958.02;15773.58
01.05.2004;100900.4;3719.25;2825.62;3772.92;1341.22;4094.44;3027.97;43957.61;8833.2;4306.91;16325.33;7705.62;64630.62;8126.06;4267.13;2257.6;1973.65;3449.77;14532.43;2555.8;1921.15;3535;3631.71;2561.81;11929.53;1064.29;9161.91;7436.38;3303.62;6959.81;2309.08;1558.82;5273.38;2418.87;2663.68;11039.93;16732.46;3246.43;15445.66;40142.81;2469.88;4459.91;4213.61;5437.02;6181.09;13897.34;4538.95;3120.7;2960.41;4593.59;2448.07;7369.16;7059.94;6105.36;35248.32;3508.95;2827.17;10964.85;849.26;48813.2;4843;11963.39;1457.49;2040.32;20365.51;8599.39;1017.96;4290.77;2078.21;3598.68;7807.21;8381.02;1349.78;132678.4;25380.88;46938.39;1981.88;6769.61;569.28;4579.72;5275.09;2086.71;7129.01;77297.88;5943.27;2931.53;10633.38;1921.41;2037.93;4418.68;1836.71;2949.89;6596.61;595.38;2370.75;5980.27;1559.79;11092.15;3740.8;2505.83;7596.34;2781.98;13353.67;12559.11;6865.81;3824.33;76118.25;755.72;1872.89;1641.96;15759.18;601.99;13351.48;16634.45;3406.15;11497.78;2222.39;36592.71;181.65;1157.11;620.24;16202.87;15414.91
01.06.2004;99172.13;3795.87;2750.24;3836.87;1382.39;4130.84;3105;42494.8;8686.57;4366.5;15819.99;7507.61;70421.63;8181.31;4213.92;2362.39;1881.93;3482.98;13851.88;2578.22;2031.94;3486.69;3654.09;2541.74;12617.03;1067.67;8958.71;7713.88;3554.53;7171.2;2260.55;1491.85;5402.17;2478.13;2807.35;10834.23;16831.73;3292.59;13282.99;43598.81;2391.39;4451.83;4114.93;5688.54;6200.36;14164.35;4559.96;3117;2846.83;4882.66;2523.87;7687.44;6945.97;6211.56;40389.35;3592.49;2784.58;10926.14;889.11;47225.56;4721.07;12427.57;1499.54;2026.86;20674.66;8488.06;1009.05;4327.67;2148.84;3712.57;7907.77;8646.07;1434.72;141327.4;24361.48;47240.11;1977.2;6877;551.93;4267.45;5369.11;2097.53;7107.61;75353.56;5663.08;2980.75;11037.11;1873.34;1976.61;4414.77;1876.87;2947.09;6349.39;648.3;2554.14;5695.01;1702.75;11145.88;3645.42;2545.74;7749.86;2934.87;14069.68;12797.08;6747.21;3804.83;74180.81;880.23;1967.25;1657.1;15188.98;579.18;13171.02;16021.8;3447.37;11704.26;2357.97;36442.16;179.12;1215.99;612.62;17129.46;16932.75
01.07.2004;92589.25;3775.45;2874.13;3833.34;1465.89;4093.23;3170.37;40873.37;8314.12;4281.08;15708.12;7551.93;67165.31;8347.93;4314.08;2324.63;1870.56;3763.82;14066;2548.51;1849.64;3395.31;3370.03;2591.28;13722.54;1060.16;9597.86;7445.48;3600.99;7054.2;2349.56;1535.45;5604.48;2518.77;2812.75;10674.7;16067.34;3403.26;13853.55;42092.36;2441.97;4202.52;4200.03;5969.71;6178.95;13515.94;4729.63;3043.9;2882.67;4811.71;2536.21;7991.29;7183.41;5931.38;37419.18;3649.33;2780.88;10584.29;867.48;46912.77;5120.72;12912.16;1508.61;2122.92;21261.69;8590.65;1079.99;4260.18;2322.25;3854.17;8346.7;8372.37;1449;151767.8;23016.15;47857.64;1947.24;6741.63;577.19;4427.78;5502.06;2181.31;7477.26;75372.06;5686.9;3046.17;12128.52;2052.62;1973.84;4498.46;2134.17;2980.14;6399.76;665.77;2492.15;6186.49;1559.65;11130.21;3462.93;2595.16;7741.72;3096.01;15029.41;12817.6;6595.75;4091.47;67352.13;873.78;2026.09;1675.26;15251.72;600.4;13822.78;15672.42;3381.73;11356.43;2209.1;37067.96;187.34;1270.85;631.18;16471.21;19477.01
01.08.2004;95129.38;3778.85;2816.9;3786.73;1339.48;3593.36;3234.17;42224.57;7890.2;4137.32;15242.67;7203.59;61895.52;8658.71;4453;1983.29;1952.32;3762.35;14219.39;2736.9;1667.48;3233.36;3107;2469.79;14000.29;1050.35;9944.95;7612.57;2855.24;6472.86;2226.44;1443.25;5823.34;2467.25;2880.54;10761.46;16691.02;3400.91;13289.18;37794.51;2259.52;4227.84;3831.57;5840.72;6373.96;13085.53;4780.16;2940.07;3116.32;5219.34;2536.21;7613.97;7033.3;5801.64;33598;3790.37;2804.78;11519.53;920.07;42530.25;5259.84;12912.16;1500.49;2063.86;21704.32;8463.02;964.51;4600.26;2249.61;4041.99;8535.14;8365.27;1413.69;131151.8;22514.38;49226.92;2050.34;6655.82;653.53;4256.64;5343.06;2188.06;7724.66;73150.31;5492.92;3043.15;12112.32;2086.27;1820.71;4547.28;2143.88;2836.95;6688.96;655.18;2466.72;5450.99;1392.36;12090.05;3554.27;2457.25;7489.55;3160.31;15681.28;12232.22;6608.5;4191.73;48310.73;864.42;1889.39;1772.12;15151.34;620.83;14359.7;15061.9;3510.85;11113.58;2227.71;32982.03;191.77;1256.41;635.77;18194.38;22012.98
01.09.2004;94370.25;3953.54;2956.21;3989.77;1303.53;3628.31;3329.68;40976.19;7969.37;4087.27;16329.77;7014.62;53358.81;8746.29;4592.78;2027.21;1933.12;3757.92;14199.51;2813.07;1555.01;3300.38;3152.16;2499.62;14465.29;1022.62;9979.23;7805.07;2718.17;6676.43;2217.99;1433.77;5756.8;2458.91;2671.8;10758.34;17128.94;3199.34;13622.8;35556.95;2278.59;4059.74;3906.99;5842.3;6549.51;11734.8;4940.97;3013;3192.29;5298.93;2480.03;7742.28;7175.25;6101.59;29342.38;3638.58;2590.46;12100.03;1021.25;44002.15;4901.7;12440.62;1586.91;2120.54;21250.84;8722.2;980.42;4862.57;2294.13;4133.09;8802.34;8617.7;1461.57;134690;20976.5;48784.56;2078.79;6627.06;646.12;4442.45;5382.8;2095.97;7580.21;74500.63;5535.8;3127.75;12719.6;2043.98;1689.95;4613.57;1980.84;2996.94;6986.14;541.93;2170.04;5746.56;1394.93;12011.08;3742.27;2507.88;7679.08;3254.93;16296.95;11153.14;6701.15;4317.97;57223.04;853.62;1917.32;1848.82;15276.34;595.21;14647.73;16560.98;3340.33;11662.03;2283.54;34137.57;204.2;1178.49;651.43;18037.37;20433.55
01.10.2004;95266.81;3899.49;3037.53;3880.44;1338.32;3295.51;3368.58;42753.28;7629.41;3056.74;16380.23;7095.25;51914.65;9207.71;5019.62;2162.82;2000.67;3811.45;14956.5;2800;1782.32;3409.73;3018.91;2622.94;14490.14;1052.98;10072.7;7985.5;3120.09;7341.68;2133.14;1591.32;5983.24;2534.48;2922.43;11103.98;17315.63;3501.35;13544.25;38326.18;2345.43;4273.7;3241.1;6385.2;6553.84;12563.8;5038.31;3276.09;3353.36;5329.44;2629.66;8018.32;7393.74;6251;33328.8;4038.22;2644.51;13157.81;1026.95;46764.15;5201.29;12972.07;1558.42;2183.41;22294.51;8514.54;1030.68;4882.2;2636.68;4133.45;8811.73;8603.2;1469.15;127509;20072.61;48488.82;2101.31;6486.42;707.57;4251.01;5619.12;2213.93;7682.47;74519.19;5754.64;3221.96;12843.21;2215.36;1676.85;4520.91;2116.87;3060.6;6969.68;610.2;2325.31;5430.37;1614.13;13874.37;3852.88;2499.09;7470.5;3269.73;16228.54;11070.77;6848.71;4275.68;60283.03;899.76;2088.05;1843.64;16796.44;685.25;14177.25;16847.67;3428.06;11316.75;2655.71;32713;197.04;1184.01;662.84;18536.93;24313.65
01.11.2004;96557.81;3998;2923.77;3637.51;1462.99;3313.5;3441.05;43091.09;7094.84;2595.15;16698.62;6984.74;55873.61;9194.53;4929.32;2224.46;2103.05;4086.18;14421.63;2814.29;1954.22;3299.55;2711.61;2770.65;13791.59;1094.14;10069.52;7948.36;4028.47;7649.26;2058.72;1624.4;5997.33;2602.15;2956.68;11984.93;19228.15;4263.43;13699.44;35424.05;2239.89;4453.55;3227.74;6185.79;6935.59;13275.17;4877.57;3199.22;3610.19;5562.67;2771.29;7763.46;4479.22;6065.68;33696.52;4056.68;2484.33;13125.56;1067.53;51375.25;5162.53;12665.28;1599.46;2196.4;22283.96;7826.72;982.33;5257.86;2886.63;3868.45;9494.79;9463.55;1469.91;142331.3;21590.97;48636.69;2053.33;5736.03;657.58;4165.93;5763.09;2205.87;8414.58;68672.75;6452.18;3295.38;13562.15;2021.58;1691.86;4631.82;2304.57;3122.08;7167.35;617.61;2281.52;5210.4;1475.68;13817.37;3860.97;2619.74;7283.37;3699.99;17529.02;11406.99;6826.25;4695.57;55868.87;902.64;2096.69;1988.2;16601.72;731.86;15142.18;15838.94;3516.17;11714.16;2381.9;34320.22;198.3;1120.1;657.88;19469.57;22416.02
01.12.2004;94710.94;4205.7;2907.06;3898.56;1605.06;3271.83;3588.27;44442.27;6996.66;2578.63;16897.88;7200.09;57618.44;9686.1;5016.56;2363.93;2259.59;4290.75;13969.27;2890.84;1982.56;3351.82;2695.27;2857.5;15160.63;1166.44;10676.03;8408.8;5252.8;7512.12;2162.91;1838.97;6344.31;2776.25;3121.08;12589.98;19815.41;4583.8;16258.74;39256.64;2594.83;4697.41;3373.6;6532.26;7187.67;13568.14;5358.86;3437.88;3646.73;5787.48;2920.37;8097.06;4630.25;6397.23;31565.41;4313.73;2655.21;17498.6;1077.7;52166.82;5564.03;13788.86;1658.69;2336.14;23834.3;8467.03;1023.37;5531.06;3160.46;4157.23;10457.59;9694.23;1387.43;150248.8;23063.53;52471.54;2168.47;6116.89;750.91;4405.93;6249.32;2503.85;8417.67;71082;7494.79;3298.44;15196.15;2065.4;1878.51;4711.29;2269.81;3113.02;7313.18;679.53;2495.57;5684.7;1698.41;15636.86;3910.39;2775.02;7791.51;3868.67;18774.55;12784.27;7141.95;4660.35;60348.92;1178.05;2240.72;1989.8;17412.3;796.23;16051.52;16359.5;3661.65;13111.97;2775.33;34115.53;221.9;1239.21;704.38;20496.87;27335.21
01.01.2005;95895.81;4323.23;2973.13;3936.36;1629.17;3417.45;3578.26;48275.53;6555.49;2907.94;18234.08;7391.9;57543.62;9485.37;4774.55;2286.88;2303.75;4153.73;14063.16;3045.38;1903.83;3591.94;2783.35;2987.54;14126.82;1189.19;10979.84;8279.08;4974.02;7717.16;2215.34;1887;6483.2;2749.7;3044.63;12695.71;19765.8;4399.41;17312.84;37262.8;2646.37;4470.86;3611.89;6446.06;7246.85;13944.1;5389.25;3483;3674.61;5584.09;2873.02;7826.75;5285.74;6512.35;30460.51;4063.93;2762.25;18807.93;967.8;48479.59;5767.55;13012.71;1659.17;2361.92;22214.28;8656.49;1121.26;5713.45;2830.06;4138.5;10205.86;9667.95;1414.18;147989.5;24385.56;54356.09;2185.84;6239.74;776.38;4620.42;6130.8;2550.74;8452.27;73891.75;7535.96;3308.28;15917.76;2091.43;1875.12;4762.15;2482.95;3303.8;7223.09;619.72;2569.92;5894.35;1642.96;15931.43;4636.47;2823.93;7791.03;3912.28;18911.66;12656.05;7154.86;4827.66;57943.98;1123.33;2352.75;2042.98;18022.26;759.67;16358.46;19881.34;3773.23;13056.75;2389.87;37056.25;218.95;1227.81;722.74;20187.98;26435.82
01.02.2005;94565.63;4496.43;2873.04;3787.52;1684.74;3407.57;3595.2;46410.3;5913.57;2588.87;17895.09;7667.99;56445.62;10087.56;5173.21;2304.6;2315.34;4072.47;15076.25;3201.56;1858.62;3379.68;2709.62;2640.24;14146.22;1141.87;10662.17;8264.37;3779.88;7605.29;2260.5;1796.68;6428.27;2797.16;3153.04;12988.96;19346.07;3832.11;18249.45;36332.34;2550.22;4484.12;3860.96;6316.03;7470.44;14252.72;5510.87;3581.88;3972.39;5401.37;2816.55;7452.23;5305.02;6272.66;30125.68;4571.26;2474.56;22458.58;946.78;47261.37;5497.54;12612.5;1737.21;2351.26;22601.2;8757.07;1098.91;5980.42;3082.8;4260.48;10182.33;8713.96;1425.65;133991.8;22869.03;57815.62;2207.67;6306.83;745.63;5073.21;6304.02;2513.55;8318.77;71826.31;8232.59;3400.35;18905.4;2224.24;1935.53;4873.75;2664.04;3339.23;7309.84;578.44;2419.75;5897.79;1539.91;14314.64;4877.62;2779.15;7855.89;3968.94;17598.61;13216.64;7250.02;5070.73;55403.14;1226.77;2232.04;2133.68;18116.59;818.01;17827;20296.72;3696.72;12126.29;1983.14;34652.27;229.49;1160.88;727.89;19707.5;29354.49
01.03.2005;93541.06;4600.57;2841.62;3833.37;1666.02;3559.77;3626.01;48290.21;6645.17;2988.87;18056.16;7693.61;61629.31;11816.59;5755.68;2105.03;2413.07;4039.97;14928.05;3316.53;2140.01;3612.51;2814.36;2807.69;15172.18;1137.23;10694.94;8066.81;4172.5;7774.51;2282.35;1941.21;6279.07;2693.65;3436.97;13065.49;19614.57;3990.08;18874.8;39145.89;2575.26;4384.2;3836.29;6568.77;7175.78;13777.59;5883.15;3723.66;4039.9;5333.89;2647.16;7752.02;5301.81;6178.57;31860.33;5268.84;2397;21910.34;1008.7;48407.61;5785.78;13096.68;1660.5;2286.13;22990.16;8912.63;1150.73;6005.27;3222.59;4615.05;10320.72;8949.07;1446.42;130810.1;22750.75;58680.43;2172.49;6288.88;709.39;5022.82;6646.54;2751.61;9385.2;71039.94;8399.02;3477.72;19795.84;2431.18;1931;4974.16;2676.57;3438.78;7223.58;611.78;2529.63;6203.68;1505.24;15438.55;4911.29;2726.12;8400.69;4005.9;18689.74;13216.64;7200.5;4965.13;58801.91;1322.25;2292.17;2159.05;19185.47;858.67;19274.09;21833.13;3774.23;11983.14;1983.14;33853.49;256.46;1120.94;715.87;19406.5;31597.21
01.04.2005;88316.06;4614.38;2624.04;3768.89;1671.87;3426.72;3422.32;49039.25;6530.3;3041.76;18146.52;7541.2;57599.13;11521.65;5601.73;1926.28;2244.38;3886.66;14418.5;3337.08;1967.39;3601.57;2550.31;3055.41;16366.69;1102.37;10806.27;8010.2;3761.29;7486.71;2299.92;1797.27;6323.64;2514.67;3493.89;12172.67;18880.75;3578.25;18820.67;35468.34;2414.54;4587.07;3738.33;6408.77;7078.3;13614.57;5900.11;3590.34;4196.99;5227.26;2739.23;7604.44;4829.16;5960.19;29940.32;5355.29;2115.11;21007.36;972.06;50047.09;5297.86;13203.87;1681.19;2212.45;23567.04;8838.47;1093.08;6119.94;3070.38;4598.44;9823.2;8504.57;1486.51;128967.7;23412.2;58909.54;2116.18;4823.95;670.55;4625.41;6459.38;2586.16;9075.56;69229.88;8598.75;3556.86;18518.91;2337.82;1790.26;5038.14;2787.91;3575.88;7069.82;589.56;2660.99;5385.69;1437.74;14520.5;5002.99;2655.79;8833.34;4349.59;18157.43;12859.43;6924.75;4918.78;58273.82;1382.38;2270.41;2207.07;19191.76;894.74;18150.62;20388.27;3418.38;11929.71;1661.48;33107.47;273.74;1069.46;687.1;19314.61;30819.34
01.05.2005;86170.81;4747.6;2752.61;3946.37;1540.25;3608.08;3525.74;47218.08;6844.95;3200.86;19510.82;7991.45;58950.85;10986.95;5025.59;1934.75;2140.85;3760.3;14826.71;3402.78;1982.8;3766.2;2934.93;2876.07;16533.75;932.57;10861.95;8140.94;3326.85;7025.59;2077.28;1770.44;6462.7;2620.89;3561.95;12457.07;18039.9;3549.89;18887.09;33408.04;2265.82;4483.73;3656.54;6552.62;7432.99;12726.43;5551.13;3683.28;4308.14;5392.65;2723.41;7152.91;4565.64;6282.13;28380.84;5181.44;1763.39;22419.89;863.75;50434.84;4801.8;13471.84;1742.27;2213.83;23140.71;8440.16;1194.45;6610.6;2668.66;4640.93;9271.44;8311.92;1443.34;138179.7;23366;58923.01;2114.95;5059.7;656.91;4714.68;6238.29;2512.2;8896.23;75182.56;6415.48;3617.88;15559.02;2274.5;1821.65;5036.71;2665.15;3620.62;7368.9;730.86;2570.29;5478.48;1493.74;14011.83;5356.87;2542.59;9020.66;4550.63;19857.36;13054.15;7283.23;5017.93;54142.09;1264.88;2016.25;2264.38;21741.01;857.27;19240.86;18317.05;3473.29;12582.49;1361.08;35467.38;273.95;994.73;650.55;19797.04;26914.16
01.06.2005;86659.5;4668.98;2767.31;4041.43;1613.37;3692.55;3634.61;46366.24;7083.08;3066.24;19095.95;8121.52;68539.56;10929.73;5216.25;2039.54;2245.83;4093.55;15343.39;3428.14;2192.68;3679.55;2930.85;3004.23;17837.98;939.08;11555.38;8354.79;3884.42;7696.28;2091.71;1912.04;6583.93;2671.77;3737.71;12398.74;20605.54;3614;19360.63;36888.47;2389.39;4505.22;3666.76;6659.7;7710.86;12884.3;5749.88;3587.22;4147.48;5545.21;2722.58;7302.85;4705.37;6440.48;31141;5382.03;1897.27;24006.56;866.96;53769.46;4920.41;13549.81;1786.45;2333.44;23767.97;8800.67;1199.64;6468.28;2780;4570.87;8884.5;8649.97;1550.83;133573.7;24916.7;61823.89;2293.04;5323.39;657.89;4838.1;6143.23;2565.39;8833.86;78363.94;6951.82;3739.94;17020.61;2263.4;1932.02;5279.61;2685.38;3348.09;7868.32;859.46;2779.89;5722.5;1688.78;14483.12;5207.05;2691.95;9786.23;4610.2;21015.55;12582.71;7506.11;5324.55;56984.73;1356.27;1995.07;2273.5;22149.95;869.63;19636.43;20995.36;3391.43;12814.83;1674.77;37033.02;287.65;965.51;647.96;19943.1;28613.43
